arg1,arg2,verb,sentence,verb_idx,label,lemma,pos,tag,dep,entity,entity_tag,chunk,knowledge,sentiment,sentiment_score
rash,,erupt, A rash erupted on her arms after she had touched the exotic plant .,2,1,  a rash erupt on -PRON- arm after -PRON- have touch the exotic plant .,SPACE DET NOUN VERB ADP DET NOUN ADP PRON AUX VERB DET ADJ NOUN PUNCT,_SP DT NN VBD IN PRP$ NNS IN PRP VBD VBN DT JJ NN ., det nsubj ROOT prep poss pobj mark nsubj aux advcl det amod dobj punct,,"[(' ', '_SP', 'O'), ('A', 'DT', 'O'), ('rash', 'NN', 'O'), ('erupted', 'VBD', 'O'), ('on', 'IN', 'O'), ('her', 'PRP$', 'O'), ('arms', 'NNS', 'O'), ('after', 'IN', 'O'), ('she', 'PRP', 'O'), ('had', 'VBD', 'O'), ('touched', 'VBN', 'O'), ('the', 'DT', 'O'), ('exotic', 'JJ', 'O'), ('plant', 'NN', 'O'), ('.', '.', 'O')]","[(' A rash', 'NP', 'rash'), ('her arms', 'NP', 'arms'), ('she', 'NP', 'she'), ('the exotic plant', 'NP', 'plant')]",none,neutral,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}"
economy,,inflate, The war inflated the economy .,2,1,  the war inflate the economy .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD DT NN ., det nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('war', 'NN', 'O'), ('inflated', 'VBD', 'O'), ('the', 'DT', 'O'), ('economy', 'NN', 'O'), ('.', '.', 'O')]","[(' The war', 'NP', 'war'), ('the economy', 'NP', 'economy')]",none,neutral,"{'neg': 0.494, 'neu': 0.506, 'pos': 0.0, 'compound': -0.5994}"
drawing,,color, The child colored the drawings .,2,0,  the child color the drawing .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD DT NNS ., det nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('child', 'NN', 'O'), ('colored', 'VBD', 'O'), ('the', 'DT', 'O'), ('drawings', 'NNS', 'O'), ('.', '.', 'O')]","[(' The child', 'NP', 'child'), ('the drawings', 'NP', 'drawings')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
heat,,scorch, The heat scorched the countryside .,2,1,  the heat scorch the countryside .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD DT NN ., det nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('heat', 'NN', 'O'), ('scorched', 'VBD', 'O'), ('the', 'DT', 'O'), ('countryside', 'NN', 'O'), ('.', '.', 'O')]","[(' The heat', 'NP', 'heat'), ('the countryside', 'NP', 'countryside')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
curse,,volley, I heard him volley a string of curses .,3,1,  -PRON- hear -PRON- volley a string of curse .,SPACE PRON VERB PRON VERB DET NOUN ADP NOUN PUNCT,_SP PRP VBD PRP VB DT NN IN NNS ., nsubj ROOT nsubj ccomp det dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('I', 'PRP', 'O'), ('heard', 'VBD', 'O'), ('him', 'PRP', 'O'), ('volley', 'VB', 'O'), ('a', 'DT', 'O'), ('string', 'NN', 'O'), ('of', 'IN', 'O'), ('curses', 'NNS', 'O'), ('.', '.', 'O')]","[(' I', 'NP', 'I'), ('him', 'NP', 'him'), ('a string', 'NP', 'string'), ('curses', 'NP', 'curses')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
tax,,absorb, The sales tax is absorbed into the state income tax .,4,1,  the sale tax be absorb into the state income tax .,SPACE DET NOUN NOUN AUX VERB ADP DET NOUN NOUN NOUN PUNCT,_SP DT NNS NN VBZ VBN IN DT NN NN NN ., det compound nsubjpass auxpass ROOT prep det compound compound pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('sales', 'NNS', 'O'), ('tax', 'NN', 'O'), ('is', 'VBZ', 'O'), ('absorbed', 'VBN', 'O'), ('into', 'IN', 'O'), ('the', 'DT', 'O'), ('state', 'NN', 'O'), ('income', 'NN', 'O'), ('tax', 'NN', 'O'), ('.', '.', 'O')]","[(' The sales tax', 'NP', 'tax'), ('the state income tax', 'NP', 'tax')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
woman,,grope, He made some sexual advances at the woman in his office and groped her repeatedly .,12,0,  -PRON- make some sexual advance at the woman in -PRON- office and grope -PRON- repeatedly .,SPACE PRON VERB DET ADJ NOUN ADP DET NOUN ADP DET NOUN CCONJ VERB PRON ADV PUNCT,_SP PRP VBD DT JJ NNS IN DT NN IN PRP$ NN CC VBD PRP RB ., nsubj ROOT det amod dobj prep det pobj prep poss pobj cc conj dobj advmod punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('made', 'VBD', 'O'), ('some', 'DT', 'O'), ('sexual', 'JJ', 'O'), ('advances', 'NNS', 'O'), ('at', 'IN', 'O'), ('the', 'DT', 'O'), ('woman', 'NN', 'O'), ('in', 'IN', 'O'), ('his', 'PRP$', 'O'), ('office', 'NN', 'O'), ('and', 'CC', 'O'), ('groped', 'VBD', 'O'), ('her', 'PRP', 'O'), ('repeatedly', 'RB', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('some sexual advances', 'NP', 'advances'), ('the woman', 'NP', 'woman'), ('his office', 'NP', 'office'), ('her', 'NP', 'her')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
piece,,match, The two pieces match .,3,0,  the two piece match .,SPACE DET NUM NOUN NOUN PUNCT,_SP DT CD NNS NN ., det nummod compound ROOT punct,two,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('two', 'CD', 'B-CARDINAL'), ('pieces', 'NNS', 'O'), ('match', 'NN', 'O'), ('.', '.', 'O')]","[(' The two pieces match', 'NP', 'match')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
sorrow,,map, sorrow was mapped on the mother 's face .,2,1,  sorrow be map on the mother 's face .,SPACE NOUN AUX VERB ADP DET NOUN PART NOUN PUNCT,_SP NN VBD VBN IN DT NN POS NN ., nsubjpass auxpass ROOT prep det poss case pobj punct,,"[(' ', '_SP', 'O'), ('sorrow', 'NN', 'O'), ('was', 'VBD', 'O'), ('mapped', 'VBN', 'O'), ('on', 'IN', 'O'), ('the', 'DT', 'O'), ('mother', 'NN', 'O'), (""'s"", 'POS', 'O'), ('face', 'NN', 'O'), ('.', '.', 'O')]","[(' sorrow', 'NP', 'sorrow'), (""the mother 's face"", 'NP', 'face')]",none,neutral,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.5267}"
suspect,,down, The policeman downed the heavily armed suspect .,2,0,  the policeman down the heavily armed suspect .,SPACE DET NOUN VERB DET ADV ADJ NOUN PUNCT,_SP DT NN VBD DT RB JJ NN ., det nsubj ROOT det advmod amod dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('policeman', 'NN', 'O'), ('downed', 'VBD', 'O'), ('the', 'DT', 'O'), ('heavily', 'RB', 'O'), ('armed', 'JJ', 'O'), ('suspect', 'NN', 'O'), ('.', '.', 'O')]","[(' The policeman', 'NP', 'policeman'), ('the heavily armed suspect', 'NP', 'suspect')]",none,neutral,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}"
heat,,radiate, The sun radiates heat .,2,0,  the sun radiate heat .,SPACE DET NOUN VERB NOUN PUNCT,_SP DT NN VBZ NN ., det nsubj ROOT dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('sun', 'NN', 'O'), ('radiates', 'VBZ', 'O'), ('heat', 'NN', 'O'), ('.', '.', 'O')]","[(' The sun', 'NP', 'sun'), ('heat', 'NP', 'heat')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
bolt,,fracture, The pothole fractured a bolt on the axle .,2,0,  the pothole fracture a bolt on the axle .,SPACE DET NOUN VERB DET NOUN ADP DET NOUN PUNCT,_SP DT NN VBD DT NN IN DT NN ., det nsubj ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('pothole', 'NN', 'O'), ('fractured', 'VBD', 'O'), ('a', 'DT', 'O'), ('bolt', 'NN', 'O'), ('on', 'IN', 'O'), ('the', 'DT', 'O'), ('axle', 'NN', 'O'), ('.', '.', 'O')]","[(' The pothole', 'NP', 'pothole'), ('a bolt', 'NP', 'bolt'), ('the axle', 'NP', 'axle')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
hair,,brush, Johnson brushed the hairs from his jacket .,1,0,  Johnson brush the hair from -PRON- jacket .,SPACE PROPN VERB DET NOUN ADP DET NOUN PUNCT,_SP NNP VBD DT NNS IN PRP$ NN ., nsubj ROOT det dobj prep poss pobj punct,Johnson,"[(' ', '_SP', 'O'), ('Johnson', 'NNP', 'B-PERSON'), ('brushed', 'VBD', 'O'), ('the', 'DT', 'O'), ('hairs', 'NNS', 'O'), ('from', 'IN', 'O'), ('his', 'PRP$', 'O'), ('jacket', 'NN', 'O'), ('.', '.', 'O')]","[(' Johnson', 'NP', 'Johnson'), ('the hairs', 'NP', 'hairs'), ('his jacket', 'NP', 'jacket')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
grape,,tread, tread grapes to make wine .,0,0,  tread grape to make wine .,SPACE NOUN NOUN PART VERB NOUN PUNCT,_SP NN NNS TO VB NN ., ROOT dobj aux advcl dobj punct,,"[(' ', '_SP', 'O'), ('tread', 'NN', 'O'), ('grapes', 'NNS', 'O'), ('to', 'TO', 'O'), ('make', 'VB', 'O'), ('wine', 'NN', 'O'), ('.', '.', 'O')]","[(' tread', 'NP', 'tread'), ('grapes', 'NP', 'grapes'), ('wine', 'NP', 'wine')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
child,,wrestle, The children wrestled in the garden .,2,0,  the child wrestle in the garden .,SPACE DET NOUN VERB ADP DET NOUN PUNCT,_SP DT NNS VBD IN DT NN ., det nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('children', 'NNS', 'O'), ('wrestled', 'VBD', 'O'), ('in', 'IN', 'O'), ('the', 'DT', 'O'), ('garden', 'NN', 'O'), ('.', '.', 'O')]","[(' The children', 'NP', 'children'), ('the garden', 'NP', 'garden')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
moon,,glare, The moon glared back at itself from the lake 's surface .,2,1,  the moon glare back at -PRON- from the lake 's surface .,SPACE DET NOUN VERB ADV ADP PRON ADP DET NOUN PART NOUN PUNCT,_SP DT NN VBD RB IN PRP IN DT NN POS NN ., det nsubj ROOT advmod prep pobj prep det poss case pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('moon', 'NN', 'O'), ('glared', 'VBD', 'O'), ('back', 'RB', 'O'), ('at', 'IN', 'O'), ('itself', 'PRP', 'O'), ('from', 'IN', 'O'), ('the', 'DT', 'O'), ('lake', 'NN', 'O'), (""'s"", 'POS', 'O'), ('surface', 'NN', 'O'), ('.', '.', 'O')]","[(' The moon', 'NP', 'moon'), ('itself', 'NP', 'itself'), (""the lake 's surface"", 'NP', 'surface')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
baby,,talk, The baby talks already .,2,0,  the baby talk already .,SPACE DET NOUN NOUN ADV PUNCT,_SP DT NN NNS RB ., det compound ROOT advmod punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('baby', 'NN', 'O'), ('talks', 'NNS', 'O'), ('already', 'RB', 'O'), ('.', '.', 'O')]","[(' The baby talks', 'NP', 'talks')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
son,,drift, My son drifted around for years in California before going to law school .,2,1,  -PRON- son drift around for year in California before go to law school .,SPACE DET NOUN VERB ADV ADP NOUN ADP PROPN ADP VERB ADP NOUN NOUN PUNCT,_SP PRP$ NN VBD RB IN NNS IN NNP IN VBG IN NN NN ., poss nsubj ROOT advmod prep pobj prep pobj prep pcomp prep compound pobj punct,years California,"[(' ', '_SP', 'O'), ('My', 'PRP$', 'O'), ('son', 'NN', 'O'), ('drifted', 'VBD', 'O'), ('around', 'RB', 'O'), ('for', 'IN', 'O'), ('years', 'NNS', 'B-DATE'), ('in', 'IN', 'O'), ('California', 'NNP', 'B-GPE'), ('before', 'IN', 'O'), ('going', 'VBG', 'O'), ('to', 'IN', 'O'), ('law', 'NN', 'O'), ('school', 'NN', 'O'), ('.', '.', 'O')]","[(' My son', 'NP', 'son'), ('years', 'NP', 'years'), ('California', 'NP', 'California'), ('law school', 'NP', 'school')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
press,,besiege, The press photographers besieged the movie star .,3,1,  the press photographer besiege the movie star .,SPACE DET NOUN NOUN VERB DET NOUN NOUN PUNCT,_SP DT NN NNS VBD DT NN NN ., det compound nsubj ROOT det compound dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('press', 'NN', 'O'), ('photographers', 'NNS', 'O'), ('besieged', 'VBD', 'O'), ('the', 'DT', 'O'), ('movie', 'NN', 'O'), ('star', 'NN', 'O'), ('.', '.', 'O')]","[(' The press photographers', 'NP', 'photographers'), ('the movie star', 'NP', 'star')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
account,,juggle, juggle an account so as to hide a deficit .,0,1,  juggle an account so as to hide a deficit .,SPACE VERB DET NOUN SCONJ SCONJ PART VERB DET NOUN PUNCT,_SP VB DT NN IN IN TO VB DT NN ., ROOT det dobj mark mark aux advcl det dobj punct,,"[(' ', '_SP', 'O'), ('juggle', 'VB', 'O'), ('an', 'DT', 'O'), ('account', 'NN', 'O'), ('so', 'IN', 'O'), ('as', 'IN', 'O'), ('to', 'TO', 'O'), ('hide', 'VB', 'O'), ('a', 'DT', 'O'), ('deficit', 'NN', 'O'), ('.', '.', 'O')]","[('an account', 'NP', 'account'), ('a deficit', 'NP', 'deficit')]",none,neutral,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.5667}"
bomb,,explode, We exploded the nuclear bomb .,1,0,  -PRON- explode the nuclear bomb .,SPACE PRON VERB DET ADJ NOUN PUNCT,_SP PRP VBD DT JJ NN ., nsubj ROOT det amod dobj punct,,"[(' ', '_SP', 'O'), ('We', 'PRP', 'O'), ('exploded', 'VBD', 'O'), ('the', 'DT', 'O'), ('nuclear', 'JJ', 'O'), ('bomb', 'NN', 'O'), ('.', '.', 'O')]","[(' We', 'NP', 'We'), ('the nuclear bomb', 'NP', 'bomb')]",none,neutral,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.4939}"
light,,flash, The lights were flashing .,3,0,  the light be flash .,SPACE DET NOUN AUX VERB PUNCT,_SP DT NNS VBD VBG ., det nsubj aux ROOT punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('lights', 'NNS', 'O'), ('were', 'VBD', 'O'), ('flashing', 'VBG', 'O'), ('.', '.', 'O')]","[(' The lights', 'NP', 'lights')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
optimism,,whistle, Her optimism whistled away these worries .,2,1,  -PRON- optimism whistle away these worry .,SPACE DET NOUN VERB ADV DET NOUN PUNCT,_SP PRP$ NN VBD RB DT NNS ., poss nsubj ROOT prt det dobj punct,,"[(' ', '_SP', 'O'), ('Her', 'PRP$', 'O'), ('optimism', 'NN', 'O'), ('whistled', 'VBD', 'O'), ('away', 'RB', 'O'), ('these', 'DT', 'O'), ('worries', 'NNS', 'O'), ('.', '.', 'O')]","[(' Her optimism', 'NP', 'optimism'), ('these worries', 'NP', 'worries')]",none,neutral,"{'neg': 0.272, 'neu': 0.388, 'pos': 0.34, 'compound': 0.1779}"
wall,,brush, He brushed the wall lightly .,1,0,  -PRON- brush the wall lightly .,SPACE PRON VERB DET NOUN ADV PUNCT,_SP PRP VBD DT NN RB ., nsubj ROOT det dobj advmod punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('brushed', 'VBD', 'O'), ('the', 'DT', 'O'), ('wall', 'NN', 'O'), ('lightly', 'RB', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('the wall', 'NP', 'wall')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
policeman,,abuse, The actress abused the policeman who gave her a parking ticket .,2,0,  the actress abuse the policeman who give -PRON- a parking ticket .,SPACE DET NOUN VERB DET NOUN PRON VERB PRON DET NOUN NOUN PUNCT,_SP DT NN VBD DT NN WP VBD PRP DT NN NN ., det nsubj ROOT det dobj nsubj relcl dative det compound dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('actress', 'NN', 'O'), ('abused', 'VBD', 'O'), ('the', 'DT', 'O'), ('policeman', 'NN', 'O'), ('who', 'WP', 'O'), ('gave', 'VBD', 'O'), ('her', 'PRP', 'O'), ('a', 'DT', 'O'), ('parking', 'NN', 'O'), ('ticket', 'NN', 'O'), ('.', '.', 'O')]","[(' The actress', 'NP', 'actress'), ('the policeman', 'NP', 'policeman'), ('who', 'NP', 'who'), ('her', 'NP', 'her'), ('a parking ticket', 'NP', 'ticket')]",none,neutral,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}"
people,,immigrate, Many people immigrated at the beginning of the 20th century .,2,0,  many people immigrate at the beginning of the 20th century .,SPACE ADJ NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT,_SP JJ NNS VBD IN DT NN IN DT JJ NN ., amod nsubj ROOT prep det pobj prep det amod pobj punct,the beginning of the 20th century,"[(' ', '_SP', 'O'), ('Many', 'JJ', 'O'), ('people', 'NNS', 'O'), ('immigrated', 'VBD', 'O'), ('at', 'IN', 'O'), ('the', 'DT', 'B-DATE'), ('beginning', 'NN', 'I-DATE'), ('of', 'IN', 'I-DATE'), ('the', 'DT', 'I-DATE'), ('20th', 'JJ', 'I-DATE'), ('century', 'NN', 'I-DATE'), ('.', '.', 'O')]","[(' Many people', 'NP', 'people'), ('the beginning', 'NP', 'beginning'), ('the 20th century', 'NP', 'century')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
tear,,shed, She shed a lot of tears when this happened .,1,0,  -PRON- shed a lot of tear when this happen .,SPACE PRON VERB DET NOUN ADP NOUN ADV DET VERB PUNCT,_SP PRP VBD DT NN IN NNS WRB DT VBD ., nsubj ROOT det dobj prep pobj advmod nsubj advcl punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('shed', 'VBD', 'O'), ('a', 'DT', 'O'), ('lot', 'NN', 'O'), ('of', 'IN', 'O'), ('tears', 'NNS', 'O'), ('when', 'WRB', 'O'), ('this', 'DT', 'O'), ('happened', 'VBD', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('a lot', 'NP', 'lot'), ('tears', 'NP', 'tears')]",none,neutral,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}"
dream,,match, This job does n't match my dreams .,4,1,  this job do n't match -PRON- dream .,SPACE DET NOUN AUX PART VERB DET NOUN PUNCT,_SP DT NN VBZ RB VB PRP$ NNS ., det nsubj aux neg ROOT poss dobj punct,,"[(' ', '_SP', 'O'), ('This', 'DT', 'O'), ('job', 'NN', 'O'), ('does', 'VBZ', 'O'), (""n't"", 'RB', 'O'), ('match', 'VB', 'O'), ('my', 'PRP$', 'O'), ('dreams', 'NNS', 'O'), ('.', '.', 'O')]","[(' This job', 'NP', 'job'), ('my dreams', 'NP', 'dreams')]",none,neutral,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.3089}"
word,,spell, How do you spell this word ?,3,0,  how do -PRON- spell this word ?,SPACE ADV AUX PRON VERB DET NOUN PUNCT,_SP WRB VBP PRP VB DT NN ., advmod aux nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('How', 'WRB', 'O'), ('do', 'VBP', 'O'), ('you', 'PRP', 'O'), ('spell', 'VB', 'O'), ('this', 'DT', 'O'), ('word', 'NN', 'O'), ('?', '.', 'O')]","[('you', 'NP', 'you'), ('this word', 'NP', 'word')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
defendant,,answer, The defendant answered to all the charges of the prosecution .,2,0,  the defendant answer to all the charge of the prosecution .,SPACE DET NOUN VERB ADP DET DET NOUN ADP DET NOUN PUNCT,_SP DT NN VBD IN PDT DT NNS IN DT NN ., det nsubj ROOT prep predet det pobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('defendant', 'NN', 'O'), ('answered', 'VBD', 'O'), ('to', 'IN', 'O'), ('all', 'PDT', 'O'), ('the', 'DT', 'O'), ('charges', 'NNS', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('prosecution', 'NN', 'O'), ('.', '.', 'O')]","[(' The defendant', 'NP', 'defendant'), ('all the charges', 'NP', 'charges'), ('the prosecution', 'NP', 'prosecution')]",none,neutral,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.6486}"
plate,,dash, He dashed the plate against the wall .,1,0,  -PRON- dash the plate against the wall .,SPACE PRON VERB DET NOUN ADP DET NOUN PUNCT,_SP PRP VBD DT NN IN DT NN ., nsubj ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('dashed', 'VBD', 'O'), ('the', 'DT', 'O'), ('plate', 'NN', 'O'), ('against', 'IN', 'O'), ('the', 'DT', 'O'), ('wall', 'NN', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('the plate', 'NP', 'plate'), ('the wall', 'NP', 'wall')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
laughing,,lock, He was locked in a laughing fit .,2,1,  -PRON- be lock in a laughing fit .,SPACE PRON AUX VERB ADP DET NOUN NOUN PUNCT,_SP PRP VBD VBN IN DT NN NN ., nsubjpass auxpass ROOT prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('was', 'VBD', 'O'), ('locked', 'VBN', 'O'), ('in', 'IN', 'O'), ('a', 'DT', 'O'), ('laughing', 'NN', 'O'), ('fit', 'NN', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('a laughing fit', 'NP', 'fit')]",none,postive,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.6908}"
cart,,tug, The horse finally tugged the cart out of the mud .,3,0,  the horse finally tug the cart out of the mud .,SPACE DET NOUN ADV VERB DET NOUN SCONJ ADP DET NOUN PUNCT,_SP DT NN RB VBD DT NN IN IN DT NN ., det nsubj advmod ROOT det dobj prep prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('horse', 'NN', 'O'), ('finally', 'RB', 'O'), ('tugged', 'VBD', 'O'), ('the', 'DT', 'O'), ('cart', 'NN', 'O'), ('out', 'IN', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('mud', 'NN', 'O'), ('.', '.', 'O')]","[(' The horse', 'NP', 'horse'), ('the cart', 'NP', 'cart'), ('the mud', 'NP', 'mud')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
court,,sit, When does the court of law sit ?,6,1,  when do the court of law sit ?,SPACE ADV AUX DET NOUN ADP NOUN VERB PUNCT,_SP WRB VBZ DT NN IN NN VB ., advmod aux det nsubj prep pobj ROOT punct,,"[(' ', '_SP', 'O'), ('When', 'WRB', 'O'), ('does', 'VBZ', 'O'), ('the', 'DT', 'O'), ('court', 'NN', 'O'), ('of', 'IN', 'O'), ('law', 'NN', 'O'), ('sit', 'VB', 'O'), ('?', '.', 'O')]","[('the court', 'NP', 'court'), ('law', 'NP', 'law')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
scream,,pierce, The scream pierced the night .,2,1,  the scream pierce the night .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD DT NN ., det nsubj ROOT det npadvmod punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('scream', 'NN', 'O'), ('pierced', 'VBD', 'O'), ('the', 'DT', 'O'), ('night', 'NN', 'O'), ('.', '.', 'O')]","[(' The scream', 'NP', 'scream')]",none,neutral,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}"
distinction,,blur, The distinction between the two theories blurred .,6,1,  the distinction between the two theory blur .,SPACE DET NOUN ADP DET NUM NOUN VERB PUNCT,_SP DT NN IN DT CD NNS VBN ., det nsubj prep det nummod pobj ROOT punct,two,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('distinction', 'NN', 'O'), ('between', 'IN', 'O'), ('the', 'DT', 'O'), ('two', 'CD', 'B-CARDINAL'), ('theories', 'NNS', 'O'), ('blurred', 'VBN', 'O'), ('.', '.', 'O')]","[(' The distinction', 'NP', 'distinction'), ('the two theories', 'NP', 'theories')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
suit,,design, Chanel designed the famous suit .,1,0,  Chanel design the famous suit .,SPACE PROPN VERB DET ADJ NOUN PUNCT,_SP NNP VBD DT JJ NN ., nsubj ROOT det amod dobj punct,Chanel,"[(' ', '_SP', 'O'), ('Chanel', 'NNP', 'B-ORG'), ('designed', 'VBD', 'O'), ('the', 'DT', 'O'), ('famous', 'JJ', 'O'), ('suit', 'NN', 'O'), ('.', '.', 'O')]","[(' Chanel', 'NP', 'Chanel'), ('the famous suit', 'NP', 'suit')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
muscle,,convulse, The muscles in her face convulsed .,5,0,  the muscle in -PRON- face convulse .,SPACE DET NOUN ADP DET NOUN VERB PUNCT,_SP DT NNS IN PRP$ NN VBD ., det nsubj prep poss pobj ROOT punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('muscles', 'NNS', 'O'), ('in', 'IN', 'O'), ('her', 'PRP$', 'O'), ('face', 'NN', 'O'), ('convulsed', 'VBD', 'O'), ('.', '.', 'O')]","[(' The muscles', 'NP', 'muscles'), ('her face', 'NP', 'face')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
cream,,smother, the butter cream smothered the cake .,3,1,  the butter cream smother the cake .,SPACE DET NOUN NOUN VERB DET NOUN PUNCT,_SP DT NN NN VBD DT NN ., det compound nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('the', 'DT', 'O'), ('butter', 'NN', 'O'), ('cream', 'NN', 'O'), ('smothered', 'VBD', 'O'), ('the', 'DT', 'O'), ('cake', 'NN', 'O'), ('.', '.', 'O')]","[(' the butter cream', 'NP', 'cream'), ('the cake', 'NP', 'cake')]",none,neutral,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}"
